nom_produit,prix,imageurl,subcategory,subsubcategory,shortdesc,largedesc
Dalle de protection de sol - épaisseur 1cm,"28,50 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29294661.jpg?frz-v=95,Aménagement salle de Musculation,Dalles de sol Musculation,"6 dalles amortissantes, idéales pour protéger le sol de votre espace de musculation et apporte plus de...","Tapis de protection pour poser une machine de musculation, un vélo ou autre appareil de cardiotraining. | Parfait pour la pratique de la musculation ou fitness en intérieur. | Dalles emboîtables facilement pour créer l'espace dont vous avez besoin. | En mousse EVA de densité 90kg/m3, stabilise vos appareil et atténuent les irrégularités de votre sol. | Découpe des dalles au cutter pour simplifier les ajustements."
Bordure de finition - Gerflor - Powergame+ femelle,"4,18 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29296954.jpg?frz-v=95,,,"Bordure de finition femelle Gerflor Powergame+, idéale pour soigner les finitions de vos terrains de sports.","Solution idéale pour les compétitions temporaires. | Bordure pour accompagner la surface PowerGame Plus MS2000. | Finition femelle. | Belle transition entre le court et le support. | Profilé pour éviter les chutes, permet un accès au terrain de jeu. | Installation simple et rapide grâce au système de verrouillage des profilés et à la pose libre. | Profilé en polypropylène. | Dimensions : largeur 305 x hauteur 9,5 mm. | Couleur : noir. | Attention : Pour réaliser les bordures de finitions de votre terrain vous aurez besoin de bordures mâles et femelles. | La bordure mâle correspond à la référence 2008121."
4 dalles anti-choc - Gerflor Powershock 300,"167,60 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29355256.jpg?frz-v=95,Revêtements de sol extérieur,,"4 dalles Gerflor, idéales pour absorber les chocs des poids crossfit et des charges lourdes dans les...",Solution pour absorber les impacts des poids sur le sol. | Isolation acoustique de 24 dB. | Caoutchouc robuste de 30 mm avec couche d'usure imperméable. | Facile d'installation avec des connecteurs. | Dimensions de la dalle : 50X50 cm. | Conforme à la norme EN13501-1 | Classement au feu Cfl S1
Caillebotis standard pour milieux humides - En rouleau - Notrax,"669,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG449320.jpg?frz-v=95,"Equipement piscine, jeux aquatiques",Caillebotis piscine,"Recouvrez les sols des piscines, douches, vestiaires, balcons et saunas","Caillebotis standard milieux humides, vendu en rouleau. | Surface drainante garantissant aucune eau stagnante. | Sensation agréable, douce et chaude sous les pieds. | Caillebotis d'entretien simple et rapide par jet d'eau."
Dalle de protection de sol spéciale salle de musculation,"144,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29473139.jpg?frz-v=95,Aménagement salle de Musculation,Dalles de sol Musculation,"Dalle pour protéger les sols. Se pose au sol, ultra facile à installer, cette dalle permet à votre sol...","Dalle légèrement souple pour protéger les sols et vos barres et haltères. | Antidérapante, anti-vibration, elle amortie vraiment les chocs au sol (barre de musculation, haltères, etc), et réduit considérablement les bruits. | Ultra facile à installer, cette dalle d'épaisseur 11 mm, se pose simplement au sol, elle est suffisamment lourde et antidérapante pour ne pas la coller. | Pour faire une surface harmonieuse, il suffit de les poser les unes à côtés des autres, leur propriété antidérapante fait le reste. | Lors de l'installation, prévoir un espace de dilatation entre les dalles. Soumis à la chaleur derrière les vitres par exemple, les dalles peuvent se dilater légèrement."
Dalle de protection espace muscu et cross training - Sportcom,"47,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29282987.jpg?frz-v=95,Aménagement salle de Musculation,Dalles de sol Musculation,"Dalle puzzle EVA pour protéger le sol des espaces de cross training avec kettlebells, haltères, poids.","Tapis de protection prévu pour la chute de kettlebells, haltères, poids et tout objet lourd. | Protège efficacement le sol grâce à son amorti grâce à sa mousse EVA de densité 160 kg/m3. | Tapis antidérapant et non toxique à l'aspect granulé. | Léger, facile à installer, déplacer et ranger, les dalles s'emboitent comme un puzzle. | Réversibles, même aspect des 2 côtés de la dalle."
Dalle de protection 100 x 100 cm épaisseur 4cm,"119,75 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29241776.jpg?frz-v=95,Aménagement salle de Musculation,Dalles de sol Musculation,Dalle de protection amortissante idéale pour protéger les sols de lourdes charges comme lors de séances de...,"Tapis en caoutchouc de densité 900 kg/m3 spécialement étudiée pour résister aux chutes de barres de musculation très chargées. | Matériau utilisé est issu du traitement de recyclage de pneumatiques avec un liant extrêmement fort à base de polyuréthane sans solvant. | Antidérapante, bonne prise au sol. | Anti-vibration, elle amortie les chocs au sol des barresd'haltérophilie et réduit les bruits. | Facile à installer, se pose au sol. | Classement au feu Euroclasses (Norme EN 13501-1) : Efl | Fabriqué en France."
Crash mat - Sveltus - 75x60x15 cm,"183,50 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29453535.jpg?frz-v=95,Aménagement salle de Musculation,Dalles de sol Musculation,"2 matelas de sécurité pour lâcher de barre d'haltérophilie : Protège barres, disques et sol, réduction de...","2 matelas garnis de mousse pour une absorption optimale est idéale pour réceptionner les barres de musculation. | Vos sols seront protégés et vous pourrez lâcher vos barres d'haltérophilie sans nuisance sonore et en toute sécurité. | Grâce aux poignées avec coutures renforcées (2 sur chaque crash mat), vous pourrez facilement les mettre en place. | Charge maxi : 120-130 kg par matelas. | Enveloppe amovible zippée, imperméable et antidérapante sur les 6 côtés."
"Dalle de protection épaisseur 1,2cm","44,50 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29452298.jpg?frz-v=95,Aménagement salle de Musculation,Dalles de sol Musculation,4 dalles amortissantes pour protéger le sol de votre espace de musculation. Mettez de la couleur dans...,"Tapis pour protéger vos espaces de pratique. | En mousse EVA de densité 90kg/m3, ne craint ni les haltères, ni les poids lourds. | Dalles puzzle s'emboîtent facilement pour créer des espaces à l'infini. | Découpe ficale au cutter permet un justement milimétré. | Bordures de finition amovibles."
Rouleau de 20 m de protection amovible - Gerflor - Taraflex Bateco,"436,20 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG47858205.jpg?frz-v=95,Revêtements de sols Intérieurs,,"Sol de protection en rouleau, idéal pour protéger les sols des gymnases pendant les activités...","Solution amovible pour protéger vos sols sportifs et rendre votre gymnase polyvalent. | Réservé à l'intérieur. | Pose libre. | Solution durable et réutilisable. | 100% de matière recyclée. | Matière ignifugée et tenue au feu Bfl-S1. | Dimensions du rouleau : 20 x 1,5 mètre, 1,5 mm d'épaisseur. | Poids : 2,05 kg/m2, soit env 62 kg le rouleau | Couleur : noir. | Conforme à la norme EN13501-1 | Classement au feu Bfl-S1 (équivalence au classement M1)"
Plateau haltérophilie entraînement Hexlift mini,"1 445,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29472134.jpg?frz-v=95,Aménagement salle de Musculation,Dalles de sol Musculation,Plateau spécial entrainement haltérophilie et cross training 250 x 250 cm,"Les plateaux Hexlift ont été étudiés pour procurer un maximum de confort et de sécurité pour les pratiquants de l'haltérophilie, allant du soulevé de terre à l'épauléjeté. | Les possibilités d'utilisation sont donc les mêmes qu'un plateau d'haltérophilie classique. | La sous-couche Hexdalle XE AC permet de mieux amortir les chocs et les vibrations, ce qui rend la pratique plus confortable, plus sûre et plus silencieuse. | Plateau d'haltérophilie comprenant un plateau bois, une sous-couche acoustique XE AC 25, des dalles haltéro HA-I 25 et des bordures chanfreinées pour le ceinturage. | Matériaux : Epicéa 3 plis épaisseur 32 mm pour le plateau, caoutchouc recyclé pour les dalles et bordures. | Aspect en surface : Lisse pour le bois et granuleux pour le reste | Installation facile sur toute surface plane | Sans entretien spécifique, sauf plateau en bois : Passer un vernis ou une huile sur le plateau bois pour le protéger d'éventuelles salissures. | Conforme aux normes suivantes : | EN 13501-1 : Classement feu Euroclasse Dfl-s1 | EN ISO 10140-3 : Réduction acoustique -25 dB | EN ISO 5470-1 : Résistance à l'usure - conforme | NF EN 71-3 : Analyse chimique - conforme | COV : Composés Organiques Volatils A+"
Dalle anti-choc - Gerflor Powershock 80,"119,98 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29355257.jpg?frz-v=95,Revêtements de sol extérieur,,"Dalle Gerflor powershock 80, haute résistance aux impacts et chutes d'haltères.","Haute résistance aux impacts et chutes d'haltères, grâce à la vulcanisation du caoutchouc. | Rapidité et facilité d'installation et d'entretien. | Couche supérieure haute densité : imperméable, pas de rétention d'humidité/transpiration. | Isolation acoustique de 13 dB. | Caoutchouc robuste, durable de 8 mm. | Conforme à la norme EN13501-1 | Classement au feu Bfl S1 | Respect de l'environnement : classe A+ pour les émissions de VOC."
Dalle protection de sol modulables,"217,30 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29294359.jpg?frz-v=95,Revêtements de sol extérieur,,"20 dalles de protection et 18 bordures, pour créer et former un tapis de sol modulable.","Tapis en mousse de polyéthylène d'une épaisseur 2 cm, traitement antiglisse intégré et revêtement film HD anti-mycoses, pour une utilisation dans les écoles ou les crèches. | Tapis de 20 dalles centrales de 44 x 44 x 2 cm et de 18 bordures permettant la liaison de l'ensemble par système de queue d'aronde. | Ce tapis va vous permettre de mettre en place des aires de jeux ou de repos. | Il est possible d'associer plusieurs tapis entre eux. | Nettoyage à l'eau pour un nettoyage facile et rapide. | Coloris : bleu. | Dimensions :  2350 x 1900 x 17 mm | Poids : 4,050 KG | Fabriqué en France. | Conforme à la norme NFS 54 300. | Classé non feu M4."
Plateau haltérophilie entraînement Hexlift maxi,"1 690,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29472143.jpg?frz-v=95,Aménagement salle de Musculation,Dalles de sol Musculation,Plateau spécial entrainement haltérophilie et cross training 350 x 250 cm,"Les plateaux Hexlift ont été étudiés pour procurer un maximum de confort et de sécurité pour les pratiquants | de l haltérophilie, allant du soulevé de terre à l épauléjeté. | Les possibilités d utilisation sont donc les mêmes qu un plateau d haltérophilie classique. | La sous-couche Hexdalle XE AC permet de mieux amortir les chocs et les vibrations, ce qui rend la pratique | plus confortable, plus sûre et plus silencieuse. | Plateau d haltérophilie comprenant un plateau bois, une sous-couche acoustique XE AC 25, des dalles haltéro HA-I 25 et des bordures chanfreinées pour le ceinturage. | Matériaux : Epicéa 3 plis épaisseur 32 mm pour le plateau, caoutchouc recyclé pour les dalles et bordures. | Aspect en surface : Lisse pour le bois et granuleux pour le reste | Installation facile sur toute surface plane | Sans entretien spécifique, sauf plateau en bois : Passer un vernis ou une huile sur le plateau bois pour le protéger d'éventuelles salissures. | Conforme aux normes suivantes : | EN 13501-1 : Classement"
Caillebotis standard pour milieux humides - Le mètre linéaire - Notrax,"62,50 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG449320.jpg?frz-v=95,"Equipement piscine, jeux aquatiques",Caillebotis piscine,"Recouvrez les sols des piscines, douches, vestiaires, balcons et saunas","Caillebotis standard milieux humides, vendu au mL (15m maxi). | Surface drainante garantissant aucune eau stagnante. | Sensation agréable, douce et chaude sous les pieds. | Caillebotis d'entretien simple et rapide par jet d'eau."
Rouleau de 30 m de protection amovible Taraflex Bateco - Gerflor,"654,30 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG47858204.jpg?frz-v=95,Revêtements de sols Intérieurs,,"Sol de protection en rouleau, idéal pour protéger les sols des gymnases pendant les activités...","Solution amovible pour protéger vos sols sportifs et rendre votre gymnase polyvalent. | Réservé à l'intérieur. | Pose libre. | Solution durable et réutilisable. | 100% de matière recyclée. | Matière ignifugée et tenue au feu Bfl-S1. | Dimensions du rouleau : 30 x 1,5 mètre, 1,5 mm d'épaisseur. | Poids : 2,05 kg/m2, soit env 93 kg le rouleau | Couleur : noir. | Conforme à la norme EN13501-1 | Classement au feu Bfl-S1 (équivalence au classement M1)"
Bordure de finition rampe Gerflor - Powershock 300,"56,29 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29377135.jpg?frz-v=95,,,"Bordure de fintion rampe pour dalle Gerflor Powershock 300, idéale pour soigner les côtés de votre zone de...",Solution idéale pour soigner les finitions des sols en caoutchouc. | Bordure pour accompagner la surface Powershock 300. | Dimensions d'un profilé : 1 mètre linéaire x 25 cm. | Crée une pente douce pour la finition du sol. | Couleur : Noir.
